White,Black,Result,Moves
Lbbsk,saubhagya,0-1,1. d4 c6 2. c4 d5 3. cxd5 cxd5 4. Nf3 Nc6 5. Bf4 Bf5 6. Nc3 e6 7. e3 Nf6 8. Bd3 Bxd3 9. Qxd3 Bd6 10. a3 Bxf4 11. exf4 a6 12. O-O O-O 13. Ne5 Rc8 14. Rae1 Qb6 15. Nxc6 Rxc6 16. b4 Rc4 17. f5 Qxd4 18. Qxd4 Rxd4 19. fxe6 fxe6 20. Rxe6 Rd3 21. Nb1 Ne4 22. Re7 Nxf2 23. Rxb7 Ng4 24. Rc1 Re3 25. h3 Ne5 26. Nd2 Re2 27. Nf1 Rff2 28. Rc8+ Rf8 29. Rcc7 Nf7 30. b5 axb5 31. Rxb5 d4 32. Rb3 Re1 33. Kf2 Re6 34. Kg1 Nd6 35. a4 Re1 36. Rf3 Rxf3 37. gxf3 d3 38. Kf2 Re2+ 39. Kg3 d2 40. Nxd2 Rxd2 41. Rd7 Nf5+ 42. Kf4 Rxd7 43. Kxf5 Ra7 44. Kg4 Rxa4+ 45. f4 h6 46. h4 Kf7 47. Kg3 Kf6 48. Kg4 g6 49. Kf3 Kf5 50. Kg3 h5 51. Kh3 Rxf4 52. Kg2 Rxh4 53. Kg3
saubhagya,Utkarsh_1729,1-0,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 Nf6 5. Bc4 Bg4 6. d3 e6 7. h3 Bh5 8. g4 Bg6 9. g5 Nd5 10. h4 Nxc3 11. bxc3 h6 12. h5 Bh7 13. g6 fxg6 14. hxg6 Bxg6 15. Ne5 Qf6 16. Nxg6 Qxg6 17. Qf3 Be7 18. Qxb7 O-O 19. Qxa8 Nd7 20. Qc6 Ne5 21. Qxe6+ Qxe6 22. Bxe6+ Kh8 23. Be3 Nf3+ 24. Ke2 Ng5 25. Bc4 Re8 26. Rag1 Bf6 27. Kf1 Nf3 28. Rg3 Ne5 29. Bxh6 gxh6 30. Rxh6#
RaghavRchess,saubhagya,0-1,1. d4 c6 2. c4 d5 3. cxd5 cxd5 4. Nc3 Nc6 5. Bf4 Bf5 6. Nf3 e6 7. e3 Nf6 8. Bb5 a6 9. Ba4 b5 10. Bb3 Rc8 11. O-O Bd6 12. Bg3 Bxg3 13. fxg3 Ng4 14. Nh4 Nxe3 15. Qe2 Nxf1 16. Rxf1 Bg6 17. Bc2 Nxd4 18. Qd2 Nxc2 19. Nxg6 hxg6 20. Qxc2 b4 21. Qf2 O-O 22. Ne2 e5 23. g4 d4 24. Qg3 Rc2 25. Re1 d3 26. Qxe5 Rxe2 27. Rxe2 d2 28. Rxd2 Qxd2 29. Qf4 Qxf4
saubhagya,ShivamThukral,0-1,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 h6 5. O-O d6 6. Re1 Nf6 7. Nxd4 Be7 8. Nf5 O-O 9. Nxe7+ Qxe7 10. f3 Re8 11. Nc3 Be6 12. Nd5 Qd8 13. Bf4 Bd7 14. c3 Nxd5 15. Bxd5 Qf6 16. Bg3 Qg6 17. Qd3 h5 18. Rad1 Qg5 19. Bf2 Bh3 20. g3 Ne5 21. Qe3 Qxe3 22. Rxe3 c6 23. Bb3 a5 24. f4 Ng4 25. Rf3 Rxe4 26. Rxd6 Re2 27. Rd7 Rxb2 28. Bxf7+ Kh7 29. Bb3 Rb1+ 30. Rd1 Rb2 31. Bd4 a4 32. c4 axb3 33. Bxb2 bxa2 34. Ba1 Nf6 35. Re3 Bg4 36. Rd2 Ra4 37. Rc3 Ne4 38. Rcc2 Nxd2 39. Rxd2 Bf5 40. Kf2 b5 41. cxb5 cxb5 42. Rd5 Be6 43. Re5 Bg8 44. Rxh5+ Kg6 45. Rg5+ Kh6 46. Bxg7+ Kh7 47. Ba1 Rb4 48. Rg7+ Kh6 49. Rxg8 Rb1 50. Be5 a1=Q 51. Bxa1 Rxa1 52. Rb8 Rb1 53. Ke3 Rb3+ 54. Kd2 Rb2+ 55. Kc3 Rxh2 56. Rxb5 Rg2 57. Rg5 Rg1 58. Kd4 Rc1 59. Ke5 Re1+ 60. Kf6 Rb1 61. Rg4 Rb6+ 62. Kf5 Rb5+ 63. Ke4 Rb4+ 64. Kf3 Rb3+ 65. Kg2 Rb2+ 66. Kh3 Rb1 67. Kh4 Rh1#
saubhagya,Virendrak,1-0,1. e4 g6 2. Nf3 Bg7 3. d4 c6 4. c3 Qb6 5. Nbd2 e6 6. Nc4 Qc7 7. g3 b5 8. Bf4 Qd8 9. Nd6+ Kf8 10. e5 h6 11. Qd2 g5 12. Be3 Ne7 13. h4 Nf5 14. hxg5 Nxd6 15. exd6 hxg5 16. Rxh8+ Bxh8 17. Bxg5 Qb6 18. Bh6+ Ke8 19. Qg5 c5 20. Qe7#
mikhailtalfan,saubhagya,1-0,1. d4 c6 2. Bf4 d5 3. e3 Bf5 4. Bd3 Bxd3 5. cxd3 e6 6. Nf3 Nd7 7. Bg3 c5 8. Nc3 cxd4 9. Nxd4 Ngf6 10. Rc1 Bb4 11. a3 Ba5 12. b4 Bb6 13. Nf3 O-O 14. d4 Re8 15. O-O Ne4 16. Nxe4 dxe4 17. Ne5 Nxe5 18. Bxe5 f6 19. Bg3 g5 20. Qh5 Qe7 21. h4 Qg7 22. Kh2 g4 23. Rh1 h6 24. Kg1 Rad8 25. Qb5 Rd5 26. Qxe8+ Kh7
PawnstarWR,saubhagya,1-0,1. d4 c6 2. c4 d5 3. Nc3 Nf6 4. Nf3 Bf5 5. Bg5 e6 6. e3 Be7 7. Bd3 Bxd3 8. Qxd3 dxc4 9. Qxc4 Nbd7 10. O-O Nb6 11. Qd3 O-O 12. Rfd1 h6 13. Bh4 Nfd5 14. Bxe7 Qxe7 15. Nxd5 Nxd5 16. Rac1 Rac8 17. Qb3 b6 18. Ne5 c5 19. Qc4 f6 20. Ng6 Qf7 21. Nxf8 Rxf8 22. dxc5 bxc5 23. Qxc5 Qg6 24. Qd6 Nb6 25. Qxe6+ Kh8 26. h3 Nc8 27. Rxc8
saubhagya,jyotirmay01,0-1,1. e4 c5 2. Nf3 e6 3. c3 d5 4. exd5 exd5 5. d4 Nf6 6. Bd3 cxd4 7. cxd4 Nc6 8. Nc3 Bd6 9. O-O O-O 10. Bg5 h6 11. Bh4 Be6 12. Re1 a6 13. Rc1 Rc8 14. Bb1 Be7 15. Qd3 Nb4 16. Qd1 Qd7 17. a3 Nc6 18. Qd3 g5 19. Nxg5 hxg5 20. Bxg5 Kg7 21. Re3 Rg8 22. Bxf6+ Bxf6 23. Qh7+ Kf8 24. Rf3 Nxd4 25. Rxf6 Rxc3 26. Re1 Nf3+ 27. Kf1 Nd2+ 28. Kg1 Nf3+ 29. Kf1 Qb5+ 30. Bd3 Rxd3 31. gxf3 Rxf3+ 32. Re2 Rxf6 33. Qc2 Bg4 34. Qc3 Qxe2+ 35. Kg1 Bf3#
Roasted_Cashews,saubhagya,1/2-1/2,1. e4 c6 2. Bc4 d5 3. exd5 cxd5 4. Be2 Nc6 5. d4 Bf5 6. Nf3 e6 7. Nc3 Nf6 8. O-O Bd6 9. Bg5 h6 10. Bxf6 Qxf6 11. Bb5 O-O 12. Bxc6 bxc6 13. Ne2 Rac8 14. c3 c5 15. Ng3 Bg4 16. Qd3 c4 17. Qe3 Bf4 18. Qe2 Rb8 19. h3 Bxf3 20. Qxf3 Bxg3 21. Qxf6 gxf6 22. fxg3 Rxb2 23. Rxf6 Kg7 24. Rf3 Rfb8 25. Kh2 Rc2 26. Raf1 f5 27. g4 Rbb2 28. Rg3 Kf6 29. gxf5 exf5 30. Rg8 Rxa2 31. Rf8+ Kg7 32. R1xf5 Rxg2+ 33. Kh1 Rgc2 34. R8f7+ Kg8 35. Rf8+ Kg7 36. R8f7+ Kg6 37. R7f6+ Kg7 38. Rf7+
saubhagya,ArvindPlayz,1-0,1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 Nf6 5. Nc3 Be7 6. Nf3 O-O 7. Bd3 dxc4 8. Bxc4 Bg4 9. O-O Nbd7 10. h3 Bh5 11. Be3 Nb6 12. Be2 Nbd5 13. Ne5 Bxe2 14. Qxe2 c6 15. Rad1 Bd6 16. f4 Re8 17. Nxd5 Nxd5 18. Bc1 f6 19. Qg4 fxe5 20. fxe5 Bf8 21. Rxf8+ Rxf8 22. Bh6 Qe7 23. Rd3 Kh8 24. Bd2 Rad8 25. a3 Rf7 26. e6 Rff8 27. Bg5 Nf6 28. Qg3 Qxe6 29. Rf3 Ne4 30. Qh4 Nxg5 31. Qxg5 Rde8 32. Qd2 Rxf3 33. gxf3 Qe1+ 34. Qxe1 Rxe1+ 35. Kf2 Rb1 36. b4 Rb2+ 37. Kg3 Rb3 38. a4 Ra3 39. a5 Ra4 40. b5 Rxd4 41. bxc6 bxc6 42. Kf2 Ra4 43. Ke3 Rxa5 44. f4 Ra3+ 45. Ke4 c5 46. Kd5 Rxh3 47. Kxc5
trmittal24,saubhagya,0-1,1. e4 c6 2. d4 d5 3. f3 dxe4 4. fxe4 e5 5. Nf3 exd4 6. Bc4 Be6 7. Bxe6 fxe6 8. O-O e5 9. Nxe5 Nf6 10. Bg5 Be7 11. Bxf6 Bxf6 12. Qh5+ Ke7 13. Ng4 Rf8 14. Qxh7 d3 15. Nxf6 Qd4+ 16. Kh1 Rxf6 17. Rxf6 Kxf6 18. Qf5+ Ke7 19. Nc3 dxc2 20. e5 Nd7 21. e6 Nf6 22. Qxc2 Kxe6 23. Re1+ Kf7 24. Qb3+ Kg6 25. Ne2 Qd7 26. Nf4+ Kh7 27. Qg3 Qf7 28. Qh3+ Kg8 29. b3 Rf8 30. Qe3 Nd5 31. Nxd5 Qf1+ 32. Rxf1 Rxf1+ 33. Qg1 Rxg1+ 34. Kxg1 cxd5 35. Kf2 Kf7 36. Ke3 Ke6 37. Kd4 b6 38. g4 g5 39. h3 a6 40. a3 Kd6 41. b4 b5 42. Kc3 Ke5 43. Kd3 d4 44. Kd2 Ke4 45. Kc2 d3+ 46. Kd2 Kd4 47. h4 gxh4 48. g5 h3 49. g6 h2 50. g7 h1=Q 51. g8=Q Qh2+ 52. Kd1 Qe2+ 53. Kc1 Qc2#
tempawn,saubhagya,1-0,1. d4 c6 2. Nf3 d5 3. e3 Bg4 4. Bd3 Nf6 5. c3 e6 6. O-O Nbd7 7. Nbd2 Be7 8. Qe2 O-O 9. h3 Bxf3 10. Qxf3 Rc8 11. e4 dxe4 12. Nxe4 Nxe4 13. Qxe4 Nf6 14. Qh4 g6 15. Bg5 Re8 16. Rfe1 Nd5 17. Bxe7 Qxe7 18. Qg3 Qf6 19. Rad1 b5 20. Re4 Qg7 21. h4 f5 22. Ree1 Re7 23. Qf3 Rce8 24. h5 g5 25. g3 g4 26. Qe2 Qg5 27. Kg2 h6 28. Qd2 f4 29. gxf4 Nxf4+ 30. Kg3 Nxh5+ 31. Kg2 Nf4+ 32. Kg3 Rf8 33. Re5 Nh5+ 34. Kg2 Qxd2 35. Rxd2 Nf4+ 36. Kg3 h5 37. Rg5+ Kf7 38. Kxf4 e5+ 39. dxe5 Ke6+ 40. Kg3 Rf3+ 41. Kg2 Ref7 42. Bg6 Rg7 43. Be4 Rff7 44. Rd6+ Ke7 45. Rxg7 Rxg7 46. Rxc6 Rf7 47. Rc7+ Ke6 48. Rxf7 Kxf7 49. Bc6 Ke6 50. Bxb5 Kxe5 51. Be8 Kf4 52. Bxh5 Kg5 53. Bxg4 Kxg4 54. c4 Kf4 55. b4 Kf5 56. Kf3 Ke6 57. Ke3 Kd6 58. f4 Kc6 59. Ke4 a6 60. f5 a5 61. f6 axb4 62. f7 Kc5 63. f8=Q+ Kxc4 64. Qc8+ Kb5 65. Qb7+ Ka4 66. Qa6#
saubhagya,Thakursatyamsingh,1-0,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nxc6 bxc6 6. Bd3 Nf6 7. f3 Bc5 8. c3 d5 9. b4 Bb6 10. a4 dxe4 11. fxe4 Bg4 12. Qc2 O-O 13. a5 Bc7 14. O-O Qd6 15. Bg5 Nd7 16. Na3 c5 17. Nb5 Qc6 18. Nxc7 Qxc7 19. b5 c4 20. Be2 Qc5+ 21. Kh1 Bxe2 22. Qxe2 f6 23. Be3 Qxb5 24. Rfb1 Qc6 25. a6 Rfb8 26. Rxb8+ Rxb8 27. Bxa7 Ra8 28. Be3 Rxa6 29. Rxa6 Qxa6 30. Bf2 Qa1+ 31. Bg1 Qxc3 32. h3 Kf7 33. Qa2 Qb3 34. Qa7 Qb5 35. Qc7 Kg6 36. h4 h6 37. Qd8 Qc6 38. Qe8+ Kh7 39. h5 Nc5 40. Qxc6 Nd3 41. Qxc4 Nf4 42. Bh2 Nxh5 43. Qe6 Kg6 44. Qf5+ Kf7 45. Qxh5+
vinayak1501,saubhagya,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. c4 e6 5. g4 Bg6 6. h4 h5 7. g5 dxc4 8. Bxc4 Nd7 9. Be3 Nb6 10. Bd3 Qd5 11. Bxg6 Qxh1 12. f3 fxg6 13. Bf2 Qg2 14. Qb3 O-O-O 15. Qxe6+ Kb8 16. Nd2 Ne7 17. O-O-O Ned5 18. Qxg6 Qxf2 19. Ne4 Ne3 20. Nxf2 Nxd1 21. Nxd1 Rxd4 22. Ne2 Rd8 23. f4 Bb4 24. Ndc3 Nc4 25. Qxg7 Rhg8 26. Qh6 Rd7 27. Qxh5 Rgd8 28. Kc2 a5 29. Kb3 b5 30. a3 a4+ 31. Kxb4 Kb7 32. Nxa4 Rd2 33. Nec3 Nxb2 34. Nc5+ Kb6 35. Qf7 Nd3+ 36. Nxd3 R8xd3 37. Kb3 Re2 38. Qf6 Ree3 39. e6 Ka5 40. e7 c5 41. Kc2 Rd7 42. Qc6 Rdxe7 43. Qxc5 Rxc3+ 44. Kxc3 Rb7 45. Qb4+ Ka6 46. a4 Rc7+ 47. Kb3 bxa4+ 48. Qxa4+ Kb7 49. Qb5+ Kc8 50. Qe8+ Kb7 51. h5 Ka7 52. Qa4+ Kb7 53. Qb5+ Kc8 54. h6 Rh7 55. Qc5+ Kb8 56. Qe5+ Ka8 57. Qd5+ Ka7 58. Qd4+ Kb8 59. Qe4 Ka7 60. Qe5 Kb7 61. Qd4 Kb8 62. Qe4 Rc7 63. Qh7 Rxh7 64. g6 Rxh6 65. f5 Rh8 66. Kc3 Rg8 67. Kd3 Kc7 68. Ke4 Kd7 69. Kf4 Ke7 70. Kg5 Kf8 71. f6 Ke8 72. Kf5 Kf8 73. f7 Rg7 74. Kf6 Rxf7+
aniket96,saubhagya,0-1,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nc6 5. Nf3 Nf6 6. Nc3 Bg4 7. Be2 dxc4 8. Bxc4 Bxf3 9. Qxf3 Nxd4 10. Qd1 e5 11. O-O Bc5 12. Re1 O-O 13. Rxe5 Qd6 14. Re1 Rfe8 15. Be3 Rad8 16. Qa4 a6 17. Bf1 b5 18. Qd1 Qb6 19. Qc1 Nf5 20. Bxc5 Qxc5 21. Rxe8+ Rxe8 22. Ne2 Qe5 23. Ng3 Ng4 24. Nxf5 Qxh2#
saubhagya,thatoneguy38,0-1,1. e4 c5 2. c3 Nc6 3. d4 cxd4 4. cxd4 d5 5. Nf3 dxe4 6. Ng5 Bf5 7. Be3 e6 8. g4 Bg6 9. h4 Be7 10. h5 Bxg5 11. hxg6 fxg6 12. Nc3 Bxe3 13. fxe3 Nf6 14. g5 Nd5 15. Nxe4 Qa5+ 16. Nd2 Nxe3 17. Qe2 Nc2+
sl12335,saubhagya,0-1,1. d4 c6 2. c4 d5 3. e3 dxc4 4. Nf3 g6 5. Bxc4 Bg7 6. Ne5 e6 7. Nf3 Nf6 8. O-O b5 9. Nc3 bxc4
saubhagya,ArpitChess10,0-1,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Be3 Be7 7. f4 d5 8. e5 Nd7 9. Bd3 Nxd4 10. Bxd4 Bc5 11. Bxc5 Nxc5 12. O-O Nxd3 13. Qxd3 O-O 14. Kh1 g6 15. h4 b6 16. Qg3 a5 17. Ne2 Bb7 18. Nd4 Rc8 19. c3 Qc7 20. h5 Qe7 21. hxg6 fxg6 22. Qg4 Rce8 23. Rad1 Bc8 24. Rde1 Qg7 25. Re3 Qh6+ 26. Rh3 Qg7 27. Kg1 Rf7 28. Kf2 Qf8 29. Ke3 Qc5 30. Rfh1 Qc4 31. Rh6 Rg7 32. Qh3 Ree7 33. g4 Ba6 34. Rd1 Qxa2 35. g5 Qxb2 36. Qxe6+ Rxe6 37. Nxe6 Qe2+ 38. Kd4 Qxd1+ 39. Ke3 Qd3+ 40. Kf2 Qe2+ 41. Kg3 Qe1+ 42. Kg4 Qe2+ 43. Kh3 Qf1+ 44. Kg4 Qg1+ 45. Kh3 Qh1+ 46. Kg4 Qxh6 47. gxh6 Re7 48. Nd4 Bc4 49. e6 a4 50. f5 gxf5+ 51. Kxf5 a3 52. Kf6 Kf8 53. Nf5 Rxe6+ 54. Kxe6 a2
saubhagya,UsedUsername,0-1,1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6 cxd6 6. Nc3 g6 7. Nf3 Bg7 8. Be3 O-O 9. Be2 Nc6 10. O-O Bg4 11. Rc1 Bxf3 12. Bxf3 Nxc4 13. b3 Nxe3 14. fxe3 Rc8 15. Ne4 e5 16. d5 Ne7 17. Rxc8 Nxc8 18. Qd3 f5 19. Ng5 Qxg5
dustytwig,saubhagya,0-1,1. Nf3 c6 2. d4 d5 3. e3 Bg4 4. Be2 Nf6 5. O-O e6 6. c4 Nbd7 7. Nc3 dxc4 8. Bxc4 Nb6 9. Be2 Bd6 10. h3 Bxf3 11. Bxf3 O-O 12. e4 Bc7 13. Re1 Qe7 14. Bg5 h6 15. Be3 e5 16. Qb3 exd4 17. Bxd4 Rad8 18. Rad1 c5 19. Be3 Qe5 20. g3 Rfe8 21. Bg2 c4 22. Qb5 Qxb5 23. Nxb5 Bb8 24. f3 Bxg3 25. Re2 Rxd1+
saubhagya,Gokul1440R,1-0,1. e4 d5 2. Nf3 dxe4 3. Ng5 Nf6 4. Nc3 Nc6 5. Bc4 e6 6. Ngxe4 Nxe4 7. Nxe4 Bd7 8. d3 Ne7 9. Bg5 f6 10. Bd2 e5 11. Qf3 Nc6 12. Bc3 Qe7 13. O-O f5 14. Nd2 h5 15. Rfe1 O-O-O 16. Bb5 h4 17. h3 g5 18. Bxc6 Bxc6 19. Qxf5+ Bd7 20. Qxe5 Qh7 21. Qxg5 Rg8 22. Qe3 Bd6 23. Qxa7 c6 24. Qa8+ Bb8 25. Be5 Rxg2+ 26. Kxg2 Bxh3+ 27. Kh2 Qc7 28. Bxc7 Kxc7 29. Kxh3 Rd4 30. Re7+ Kb6 31. Qxb8 Kc5 32. Qxb7 Rxd3+ 33. Kh2 Rh3+ 34. Kg2 Rg3+ 35. fxg3 h3+ 36. Kf2 h2 37. b4+ Kd5 38. Qd7#
shubh0608,saubhagya,0-1,1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nf3 Nf6 7. Bd3 Bxd3 8. Qxd3 e6 9. c3 Nbd7 10. Bg5 Nb6 11. O-O Be7 12. Ne5 O-O 13. Bxf6 Bxf6 14. Rfe1 Nd5 15. Qf3 Qc7 16. Nh5 Bxe5 17. dxe5 g6 18. Nf6+ Nxf6 19. exf6 Rfc8 20. Rad1 h5 21. Qe3 Kh7 22. g4 Rd8 23. gxh5 Rxd1 24. Rxd1 gxh5 25. Qe4+ Kh6 26. Rd3 Rg8+ 27. Kh1 c5 28. Rh3 Qc6 29. Qxc6 bxc6 30. Rd3 Kg6 31. Rd7 Kxf6 32. Rxa7 Rb8 33. Rc7 Rxb2 34. Rxc6 Rxa2 35. Rxc5 Rxf2 36. Rxh5 Rc2 37. Rc5 Ke7 38. h4 Rf2 39. Kg1 Rf6 40. Kg2 Rh6 41. Kg3 Kd6 42. Rc8 Kd7 43. Rc4 Kd6 44. Kg4 Rg6+ 45. Kf4 e5+ 46. Kf5 Rh6 47. Kg5 Rg6+ 48. Kf5 Rg1 49. h5 Rh1 50. Kg5 Rg1+ 51. Kf6 Rf1+ 52. Kg7 Rh1 53. h6 f5 54. h7 f4 55. h8=Q Rxh8 56. Kxh8 f3 57. Rc8 e4 58. Re8 f2 59. Rf8 e3 60. c4 e2 61. Rxf2 e1=Q 62. Rf6+ Ke7 63. Rh6 Qa1+ 64. Kg8 Qa8+ 65. Kg7 Qg2+ 66. Rg6 Qb2+ 67. Kg8 Qc3 68. Kh7 Qxc4 69. Rg7+ Kf6 70. Rg6+ Kf5 71. Rg7 Qh4+
saubhagya,jatin54,0-1,1. e4 c5 2. c3 d5 3. d4 dxe4 4. Nd2 cxd4 5. Nxe4 Nc6 6. Nf3 Nf6 7. Nxf6+ exf6 8. Nxd4 Nxd4 9. cxd4 Be7 10. Bb5+ Bd7 11. Bxd7+ Qxd7 12. O-O O-O 13. Re1 Rad8 14. Be3 Bb4 15. Re2 f5 16. Rc2 Bd6 17. Rac1 f4 18. Bd2 f3 19. g3 Qg4 20. Rc3 Qxd4 21. Be3 Qxd1+ 22. Rxd1 Bb4 23. Rxd8 Rxd8 24. Rc1 h6 25. Bxa7 Ra8 26. Rc4 Bd6 27. Be3 Rxa2 28. b4 Ra1+ 29. Rc1 Rxc1+ 30. Bxc1 Bxb4 31. Kf1 Kf8 32. Kg1 Ke7 33. h4 Bc5 34. Kh2 b5 35. Kh3 f5 36. g4 g6 37. Kg3 fxg4 38. Kxg4 Bxf2 39. Kxf3 Bxh4 40. Bxh6 g5 41. Bg7 Kd6 42. Bb2 Kc5 43. Kg4 Kc4 44. Bf6 b4 45. Bg7 b3 46. Bh8 Kd3 47. Bb2 Kc2 48. Be5 b2 49. Bxb2 Kxb2 50. Kh3 Kc3 51. Kg4 Kd4
saubhagya,AakashWani,1-0,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 d6 5. Nxd4 Nf6 6. Nxc6 bxc6 7. O-O Be6 8. Bd3 Be7 9. f4 d5 10. e5 Nd7 11. f5 Nxe5 12. fxe6 fxe6 13. Qh5+ Ng6 14. Bxg6+
ayushk2002,saubhagya,1-0,1. d4 c6 2. c4 d5 3. Nf3 Nf6 4. e3 Bf5 5. Nc3 e6 6. a3 Nbd7 7. b4 dxc4 8. Bxc4 Nb6 9. Be2 Bd6 10. O-O O-O 11. Bb2 Rc8 12. Rc1 Bb8 13. Bd3 Bg4 14. h3 Bxf3 15. Qxf3 Qd6 16. g3 Nbd5 17. e4 Nxc3 18. Bxc3 Qe7 19. e5 Nd5 20. Bd2 f6 21. Qh5 g6 22. Qh4 g5 23. Qh5 Qf7 24. Qg4 h5 25. Qe2 Kg7 26. exf6+ Qxf6 27. Qxh5 Rh8 28. Qg4 Ne7 29. Bxg5 Qf8 30. Bxe7+ Kf7 31. Bxf8 Kxf8 32. Qxe6 Re8 33. Qf6+ Kg8 34. Bc4+ Kh7 35. Qf7+ Kh6 36. g4 Ref8 37. Qe6+ Kh7 38. g5 Rhg8 39. Qh6#
saubhagya,ShubhdeepDas,1/2-1/2,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bd3 e5 7. Nb3 Be7 8. Be3 O-O 9. f4 exf4 10. Bxf4 b5 11. O-O Bb7 12. e5 dxe5 13. Bxe5 h6 14. Qe2 Nbd7 15. Rad1 Qb6+ 16. Kh1 Nxe5 17. Qxe5 Bd6 18. Qf5 Qc6 19. Rd2 Rae8 20. Nd4 Qd7 21. Qf2 Bc5 22. Qg3 Bxd4 23. Rxf6 Bxf6 24. Bh7+ Kxh7 25. Rxd7 Bc8 26. Rd1 Bxc3 27. Qxc3 Be6 28. h3 Bc8 29. Rf1 Be6 30. Rf3 Rc8 31. Qd3+ Kg8 32. Rg3 Rfd8 33. Qe3 Rd1+ 34. Kh2 Kh7 35. Qe4+ g6 36. Qe5 Rxc2 37. h4 Rdd2 38. h5 Re2 39. hxg6+ fxg6 40. Qf6 Rc7 41. Qxg6+ Kh8 42. Qf6+ Kh7 43. Qg6+ Kh8 44. Qf6+ Kh7 45. Qg6+
Nachi20,saubhagya,0-1,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. Bg5 g6 7. h3 Bg7 8. Nf3 a6 9. O-O O-O 10. Re1 Re8 11. Ne5 h6 12. Nxc6 bxc6 13. Bf4 Nh5 14. Be3 e5 15. Qd2 e4 16. Be2 Qh4 17. Bxh6 f5 18. Qg5 Qxg5 19. Bxg5 f4 20. g4 fxg3 21. fxg3 Nxg3 22. Kg2 Nxe2 23. Rxe2 Bf5 24. Na3 Rab8 25. b3 Rb7 26. Nc2 a5 27. Ne3 Bc8 28. Rf1 Rf7 29. Ref2 Ref8 30. Rxf7 Rxf7 31. Rxf7 Kxf7 32. Kg3 Be6 33. Kf4 Bf8 34. h4 Bd6#
saubhagya,a_god_mater,1-0,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. e5 d5 6. Bb5 Ne4 7. Nxd4 Bd7 8. Bxc6 Bxc6 9. Nd2 f5 10. exf6 Nxf6 11. O-O Be7 12. Re1 O-O 13. Ne6 Qd6 14. Nxf8 Rxf8 15. Nf3 Ne4 16. Be3 Bf6 17. c3 a6 18. Nd2 Ng5 19. Qg4 Bd7 20. Qg3 Qxg3 21. hxg3 c6 22. Rac1 h5 23. b3 Ne6 24. Nf3 g5 25. Red1 g4 26. Nh4 Ng7 27. c4 Bxh4 28. gxh4 Be6 29. cxd5 Bxd5 30. Re1 Re8 31. Bd4 Ne6 32. Be5 Kf7 33. Re3 Nf8 34. Rce1 Ng6 35. Bg3 Rxe3 36. Rxe3 a5 37. a3 b5 38. b4 axb4 39. axb4 Kf6 40. Bc7 Kf5 41. g3 Kf6 42. Bd8+ Kf7 43. Bg5 Bf3 44. Kf1 Bd5 45. Ke1 Bf3 46. Kd2 Bd5 47. Kc3 Bf3 48. Kd4 Bd5 49. Kc5 Nf8 50. Re7+ Kg8 51. Rb7 Ne6+ 52. Kd6 Nxg5 53. hxg5 Bf3 54. Rc7 Bd5 55. Rxc6 Bxc6 56. Kxc6 Kg7 57. Kxb5 Kg6 58. Kc6 Kxg5 59. b5 h4 60. gxh4+ Kxh4 61. b6 Kh3 62. b7 Kg2 63. b8=Q Kxf2 64. Qh2+ Kf3 65. Qg1 g3 66. Qf1+ Kg4 67. Qg2 Kf4 68. Kd5 Kg4 69. Ke4 Kg5 70. Kf3 Kf6 71. Qxg3 Ke6 72. Qf4 Kd7 73. Ke3 Kd8 74. Qd4+ Kc7 75. Ke4
saubhagya,Adunama,1-0,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. cxd5 Nxd5 6. Nc3 Nxc3 7. bxc3 g6 8. Bc4 Bg7 9. Qf3 O-O 10. Nh3 Be6 11. d5 Bxh3 12. Qxh3 Qd6 13. O-O a6 14. f4 b5 15. Bb3 a5 16. Bb2 a4 17. Bc2 Qxd5 18. Rad1 Qb7 19. f5 a3 20. Ba1 Nc6 21. fxg6 fxg6 22. Rfe1 Qb6+ 23. Kh1 Qf2 24. c4 Qxc2 25. cxb5 Nb4 26. Bxg7 Kxg7 27. Rxe7+ Kg8 28. Qxh7#
